-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949269,0
-0.1,0.02,-0.98,-5.83,1.16,0.9852918349402882,168.6900675259798,2,1486694949292,1
-0.1,0.02,-0.98,-5.83,1.16,0.9852918349402882,168.6900675259798,2,1486694949301,2
-0.1,0.02,-0.98,-5.83,1.16,0.9852918349402882,168.6900675259798,2,1486694949317,3
-0.1,0.02,-0.99,-5.77,1.15,0.995238664843765,168.6900675259798,2,1486694949327,4
-0.1,0.02,-0.99,-5.77,1.15,0.995238664843765,168.6900675259798,2,1486694949333,5
-0.1,0.02,-0.99,-5.77,1.15,0.995238664843765,168.6900675259798,2,1486694949345,6
-0.1,0.02,-0.99,-5.77,1.15,0.995238664843765,168.6900675259798,2,1486694949348,7
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949360,8
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949375,9
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949419,10
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949422,11
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949432,12
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949443,13
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949453,14
-0.1,0.02,-0.98,-5.83,1.16,0.9852918349402882,168.6900675259798,2,1486694949465,15
-0.1,0.02,-0.98,-5.83,1.16,0.9852918349402882,168.6900675259798,2,1486694949468,16
-0.1,0.02,-0.98,-5.83,1.16,0.9852918349402882,168.6900675259798,2,1486694949491,17
-0.1,0.02,-0.98,-5.83,1.16,0.9852918349402882,168.6900675259798,2,1486694949504,18
-0.1,0.02,-0.98,-5.83,1.16,0.9852918349402882,168.6900675259798,2,1486694949513,19
-0.1,0.02,-0.98,-5.83,1.16,0.9852918349402882,168.6900675259798,2,1486694949526,20
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949534,21
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949539,22
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949547,23
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949556,24
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949576,25
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949589,26
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949617,27
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949627,28
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949642,29
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949654,30
-0.11,0.02,-0.98,-6.4,1.16,0.9863569333664158,169.69515353123398,2,1486694949678,31
-0.1,0.02,-0.98,-5.83,1.16,0.9852918349402882,168.6900675259798,2,1486694949687,32
-0.1,0.02,-0.98,-5.83,1.16,0.9852918349402882,168.6900675259798,2,1486694949690,33
-0.1,0.02,-0.98,-5.83,1.16,0.9852918349402882,168.6900675259798,2,1486694949699,34
-0.1,0.02,-0.98,-5.83,1.16,0.9852918349402882,168.6900675259798,2,1486694949708,35
